Query_ID	Subject_ID	%_Identity	Alignment_Length	Mismatches	Gap_Openings	Query_Start	Query_End	Subject_Start	Subject_End	E-value	Bit_Score
k141_6240466	5xylanase	32.143	140	81	2	421	2	67	192	1.36e-22	82.0
k141_5277722	9xylanase	43.443	122	59	2	2	367	54	165	8.480000000000001e-33	108.0
k141_5277722	11xylanase	39.316	117	61	3	17	367	408	514	4.62e-26	91.7
k141_5277722	1xylanase	42.188	128	55	4	2	358	100	217	2.64e-25	89.0
k141_5277722	6xylanase	36.719	128	62	3	2	358	96	213	6.9999999999999995e-25	87.8
k141_5277722	4RecName:	38.281	128	60	3	2	358	96	213	3.51e-24	85.9
k141_5277722	3xylanase	39.844	128	58	3	2	358	100	217	8.15e-24	84.7
k141_5277722	5xylanase	39.496	119	56	4	2	358	74	176	5.31e-23	82.4
k141_8481458	1xylanase	47.0	100	52	1	316	17	53	151	4.11e-27	97.8
k141_8481458	3xylanase	43.0	100	56	1	316	17	53	151	2.1899999999999998e-25	93.2
k141_8481458	4RecName:	41.0	100	59	0	316	17	48	147	2.14e-24	90.5
k141_8481458	6xylanase	41.0	100	59	0	316	17	48	147	1.03e-23	88.6
k141_8481458	9xylanase	37.624	101	61	1	319	17	7	105	8.789999999999999e-23	85.1
k141_8481458	11xylanase	35.922	103	66	0	319	11	354	456	5.86e-20	78.2
k141_8481458	5xylanase	34.831	89	54	2	313	53	27	113	1.77e-13	58.9
k141_800545	7xylanase	41.935	62	35	1	3	185	172	233	6.92e-13	54.7
k141_2712229	3xylanase	33.243	370	183	11	1042	53	46	391	4.35e-59	187.0
k141_2712229	9xylanase	32.665	349	188	13	1024	47	7	331	2.32e-56	178.0
k141_2712229	1xylanase	32.208	385	182	11	1042	53	46	406	1.7299999999999998e-54	176.0
k141_2712229	11xylanase	35.447	347	177	16	1024	53	354	676	4.57e-53	177.0
k141_2712229	6xylanase	34.545	330	169	13	1021	110	48	356	1.14e-51	168.0
k141_2712229	4RecName:	32.54	378	179	14	1021	53	48	404	1.92e-51	167.0
k141_2712229	5xylanase	31.065	338	186	16	1003	41	30	337	3.2300000000000003e-27	101.0
k141_2712271	7xylanase	83.333	90	15	0	270	1	262	351	2.9499999999999997e-52	159.0
k141_7194534	9xylanase	34.375	96	50	2	756	487	237	325	6.03e-14	60.5
k141_7194534	11xylanase	31.818	110	63	4	759	442	586	687	9.5e-11	51.2
k141_2712301	9xylanase	39.423	312	170	3	938	3	7	299	2.5700000000000002e-77	237.0
k141_2712301	11xylanase	40.575	313	167	4	938	3	354	648	6.420000000000001e-72	233.0
k141_2712301	6xylanase	36.223	323	176	5	935	3	48	352	1.6099999999999999e-68	217.0
k141_2712301	4RecName:	37.461	323	172	5	935	3	48	352	3.3899999999999996e-68	216.0
k141_2712301	3xylanase	34.365	323	182	5	935	3	53	357	5.27e-61	196.0
k141_2712301	1xylanase	34.985	323	180	5	935	3	53	357	2.18e-59	192.0
k141_6240873	9xylanase	31.852	135	72	6	2	355	171	302	1.77e-13	59.3
k141_4956178	7xylanase	42.149	242	125	6	10204	9482	6	233	7.550000000000001e-56	191.0
k141_4956178	7xylanase	40.513	195	107	6	7327	6746	52	238	1.34e-37	137.0
k141_4956178	3xylanase	35.328	351	169	12	9079	8141	61	391	1.34e-55	190.0
k141_4956178	9xylanase	32.565	347	187	11	9103	8135	8	331	2.88e-53	181.0
k141_4956178	1xylanase	34.973	366	165	13	9079	8141	61	406	1.3199999999999998e-52	182.0
k141_4956178	4RecName:	33.425	365	167	10	9079	8153	56	400	3.7399999999999995e-52	181.0
k141_4956178	6xylanase	33.956	321	165	9	9079	8198	56	356	3.89e-49	172.0
k141_4956178	11xylanase	34.604	341	176	14	9103	8153	355	672	1.43e-45	167.0
k141_4956178	2xylanase	39.738	229	109	7	10144	9482	12	219	5.0799999999999996e-45	154.0
k141_4956178	2xylanase	41.667	156	77	6	7219	6758	77	220	9.36e-31	113.0
k141_4956178	8xylanase	36.481	233	127	6	10177	9482	7	219	9.839999999999999e-40	143.0
k141_4956178	8xylanase	43.333	120	66	2	7111	6758	101	220	2.6900000000000003e-27	106.0
k141_4956178	5xylanase	31.818	308	165	15	9019	8141	56	333	4.83e-26	103.0
k141_9444288	9xylanase	38.028	71	38	1	468	274	255	325	1.64e-13	57.0
k141_9444375	10xylanase	42.771	166	81	5	922	1395	585	744	3.86e-34	126.0
k141_9444375	5xylanase	34.343	99	49	4	1018	1284	60	152	4.31e-10	50.8
k141_5917540	4RecName:	30.719	153	76	6	493	35	145	267	2.25e-15	66.6
k141_5917540	6xylanase	30.065	153	77	6	493	35	145	267	2.27e-15	66.6
k141_5917540	1xylanase	31.373	153	75	4	493	35	149	271	2.51e-15	66.2
k141_5917540	3xylanase	32.026	153	74	4	493	35	149	271	6.31e-14	62.0
k141_2078378	9xylanase	44.175	206	109	2	675	70	45	248	3.54e-63	191.0
k141_2078378	11xylanase	46.798	203	101	3	675	82	394	594	1.25e-59	189.0
k141_2078378	1xylanase	41.204	216	107	4	675	76	91	302	6.28e-53	166.0
k141_2078378	4RecName:	41.204	216	107	4	675	76	87	298	2.8399999999999997e-52	164.0
k141_2078378	3xylanase	40.278	216	109	3	675	76	91	302	6.08e-52	163.0
k141_2078378	6xylanase	38.426	216	113	4	675	76	87	298	9.74e-47	150.0
k141_2078378	5xylanase	36.139	202	123	3	675	76	65	262	5.37e-38	127.0
k141_2078384	3xylanase	43.925	107	45	1	311	36	91	197	4.05e-28	95.5
k141_2078384	9xylanase	43.299	97	51	1	311	33	45	141	5.989999999999999e-28	94.4
k141_2078384	4RecName:	43.925	107	45	2	311	36	87	193	7.92e-28	95.1
k141_2078384	1xylanase	41.121	107	48	1	311	36	91	197	1.16e-26	91.7
k141_2078384	6xylanase	38.983	118	56	3	311	6	87	204	5.94e-24	84.3
k141_2078384	11xylanase	39.048	105	58	2	311	9	394	496	1.66e-22	80.5
k141_2078384	5xylanase	37.5	96	60	0	311	24	65	160	3.27e-20	73.9
k141_9444577	7xylanase	52.439	82	30	2	1	246	163	235	2.13e-22	83.2
k141_9444577	2xylanase	42.5	80	38	1	1	240	148	219	7.74e-19	71.6
k141_9444577	8xylanase	38.272	81	40	3	1	240	148	219	1.09e-12	55.5
k141_2078416	9xylanase	41.367	278	147	4	814	11	45	316	6.16e-78	230.0
k141_2078416	11xylanase	41.135	282	140	6	814	11	394	663	2.03e-67	212.0
k141_2078416	3xylanase	38.406	276	144	7	814	41	91	358	4.58e-57	178.0
k141_2078416	1xylanase	37.591	274	149	6	814	41	91	358	5.17e-55	173.0
k141_2078416	4RecName:	36.691	278	145	9	814	41	87	353	1.51e-53	169.0
k141_2078416	6xylanase	34.545	275	155	7	814	41	87	353	1.39e-51	164.0
k141_2078416	5xylanase	35.125	279	153	9	814	2	65	323	9.01e-47	151.0
k141_2078425	9xylanase	45.0	140	71	2	411	4	45	182	4.5199999999999997e-41	130.0
k141_2078425	11xylanase	47.826	138	66	2	411	10	394	529	8.17e-39	128.0
k141_2078425	3xylanase	44.667	150	63	5	411	10	91	236	1.34e-36	119.0
k141_2078425	5xylanase	44.03	134	71	1	411	10	65	194	3.59e-36	118.0
k141_2078425	1xylanase	42.667	150	66	5	411	10	91	236	9.51e-35	115.0
k141_2078425	4RecName:	38.0	150	73	4	411	10	87	232	1.6800000000000001e-31	106.0
k141_2078425	6xylanase	35.333	150	77	4	411	10	87	232	2.91e-28	97.8
k141_8804377	9xylanase	37.751	249	132	8	2	739	52	280	1.38e-49	157.0
k141_8804377	11xylanase	35.146	239	135	6	23	733	407	627	8.839999999999999e-46	152.0
k141_8804377	3xylanase	32.677	254	139	7	20	739	103	338	1.68e-34	118.0
k141_8804377	1xylanase	31.496	254	142	7	20	739	103	338	5.75e-33	114.0
k141_8804377	5xylanase	32.934	167	95	5	23	523	78	227	1.3600000000000001e-21	82.8
k141_478235	11xylanase	46.269	134	65	2	905	1306	453	579	6.31e-38	136.0
k141_478235	11xylanase	40.0	120	69	2	341	700	339	455	3.76e-23	92.0
k141_478235	9xylanase	39.568	139	77	2	899	1315	102	233	5.28e-34	120.0
k141_478235	9xylanase	40.0	105	58	2	383	697	6	105	8.01e-22	85.9
k141_478235	1xylanase	41.379	145	75	3	884	1315	154	289	2.96e-27	102.0
k141_478235	1xylanase	45.545	101	52	2	389	691	53	150	1.55e-23	92.0
k141_478235	6xylanase	40.0	145	77	3	884	1315	150	285	5.28e-26	99.0
k141_478235	6xylanase	43.137	102	56	1	383	688	46	145	5.2299999999999995e-24	93.2
k141_478235	4RecName:	40.0	145	77	3	884	1315	150	285	1.48e-25	97.8
k141_478235	4RecName:	44.118	102	55	1	383	688	46	145	4.59e-24	93.6
k141_478235	3xylanase	37.931	145	80	3	884	1315	154	289	5.35e-25	95.9
k141_478235	3xylanase	42.574	101	55	2	389	691	53	150	1.35e-23	92.0
k141_478235	5xylanase	38.532	109	58	2	926	1249	127	227	1.35e-17	73.9
k141_478235	5xylanase	35.955	89	53	2	392	652	27	113	3.33e-11	53.9
k141_478242	11xylanase	39.837	123	74	0	371	3	354	476	2.6300000000000004e-31	113.0
k141_478242	9xylanase	40.65	123	71	1	371	3	7	127	9.72e-30	105.0
k141_478242	4RecName:	38.346	133	71	1	377	12	45	177	1.66e-29	106.0
k141_478242	6xylanase	36.842	133	73	1	377	12	45	177	6.6299999999999995e-28	101.0
k141_478242	1xylanase	40.152	132	67	2	368	6	53	183	9.47e-28	101.0
k141_478242	3xylanase	38.636	132	69	2	368	6	53	183	1.6700000000000002e-26	97.8
k141_478242	5xylanase	32.955	88	55	2	278	15	56	139	3.18e-13	58.9
k141_3353011	9xylanase	41.667	120	60	2	21	380	103	212	1.49e-28	97.4
k141_3353011	11xylanase	40.164	122	63	3	24	389	453	564	1.5400000000000002e-27	96.7
k141_3353011	4RecName:	37.589	141	71	4	9	416	148	276	1.94e-21	79.0
k141_3353011	1xylanase	39.062	128	65	3	12	392	157	272	3.83e-21	78.2
k141_3353011	3xylanase	40.0	125	62	3	24	395	161	273	1.41e-20	76.3
k141_3353011	6xylanase	37.405	131	65	4	6	383	147	265	7.41e-20	74.3
k141_3353011	5xylanase	37.302	126	68	3	15	392	117	231	7.93e-20	74.3
k141_4318095	7xylanase	43.243	148	79	2	429	1	54	201	6.88e-39	127.0
k141_4318095	2xylanase	35.616	146	81	5	423	1	49	186	9.17e-25	86.7
k141_4318095	8xylanase	33.333	150	85	3	429	1	46	187	1.2299999999999998e-23	85.9
k141_6241615	9xylanase	35.714	112	60	3	6	320	174	280	1.35e-20	74.7
k141_6241615	11xylanase	33.333	111	64	4	6	320	523	629	2.59e-15	60.5
k141_6241615	6xylanase	33.913	115	64	6	6	329	226	335	2.84e-13	54.3
k141_7518864	9xylanase	38.298	329	183	4	969	1	7	321	2.61e-84	249.0
k141_7518864	11xylanase	43.168	322	165	6	963	13	356	664	1.74e-83	258.0
k141_7518864	3xylanase	38.056	360	186	7	1014	4	37	382	1.75e-77	234.0
k141_7518864	4RecName:	39.048	315	167	4	954	46	52	353	4.6599999999999994e-74	226.0
k141_7518864	6xylanase	35.674	356	190	6	1047	46	15	353	1.3900000000000001e-72	222.0
k141_7518864	1xylanase	37.353	340	186	6	1029	46	34	358	2.43e-72	221.0
k141_6557714	4RecName:	35.696	381	198	10	1063	11	12	375	2.1999999999999998e-67	210.0
k141_6557714	9xylanase	37.037	351	178	11	1009	2	2	324	2.0300000000000001e-66	205.0
k141_6557714	6xylanase	34.699	366	180	9	976	2	52	399	1.21e-63	200.0
k141_6557714	3xylanase	36.286	350	186	8	988	2	53	386	5.78e-63	198.0
k141_6557714	1xylanase	33.973	365	189	8	988	2	53	401	3.3199999999999996e-60	191.0
k141_6557714	11xylanase	36.023	347	174	10	988	2	355	671	4.1e-55	184.0
k141_8805185	11xylanase	34.286	175	82	7	2	526	388	529	3.8e-22	82.8
k141_8805185	9xylanase	32.0	175	86	7	2	526	39	180	5.28e-21	78.6
k141_8805185	3xylanase	31.694	183	86	8	2	526	85	236	2.13e-19	74.3
k141_8805185	4RecName:	30.435	184	87	8	2	526	81	232	2.2e-19	74.3
k141_8805185	1xylanase	31.613	155	76	6	86	526	104	236	2.4e-18	71.6
k141_8805188	7xylanase	53.107	177	64	1	681	151	219	376	3.7499999999999997e-54	169.0
k141_9125493	11xylanase	43.802	242	112	6	198	899	453	678	3.28e-60	199.0
k141_9125493	9xylanase	39.241	237	126	4	192	884	102	326	3.17e-56	180.0
k141_9125493	3xylanase	34.661	251	141	6	177	896	154	392	2.46e-39	136.0
k141_9125493	1xylanase	34.831	267	134	7	177	896	154	407	1.55e-38	134.0
k141_9125493	4RecName:	33.459	266	133	6	195	902	156	407	1.14e-36	129.0
k141_9125493	6xylanase	33.459	266	133	6	195	902	156	407	1.2e-36	129.0
k141_3996632	10xylanase	35.537	363	180	17	5517	4531	585	927	1.57e-51	188.0
k141_3996632	9xylanase	31.022	274	156	10	5424	4684	39	306	2.39e-26	102.0
k141_3996632	3xylanase	30.0	300	148	13	5427	4672	84	369	1.46e-20	86.3
k141_7519112	9xylanase	32.873	362	204	6	27535	26456	7	331	5.69e-61	206.0
k141_7519112	11xylanase	37.812	320	172	11	27397	26453	382	679	9.469999999999999e-54	195.0
k141_7519112	1xylanase	32.033	359	209	9	27577	26552	17	357	5.36e-49	174.0
k141_7519112	4RecName:	31.624	351	190	8	27553	26543	41	355	9.38e-47	167.0
k141_7519112	6xylanase	30.286	350	196	6	27553	26543	41	355	3.99e-44	160.0
k141_7519112	5xylanase	36.842	209	127	3	27388	26765	56	260	1.8700000000000002e-37	140.0
k141_2396761	9xylanase	30.075	133	80	4	379	5	53	180	4.47e-11	52.0
k141_7839232	4RecName:	30.864	162	77	7	511	26	171	297	3.43e-14	59.3
k141_7839232	1xylanase	33.871	124	53	4	511	140	175	269	6.84e-14	58.5
k141_7839232	3xylanase	35.484	124	51	4	511	140	175	269	5.12e-13	55.8
k141_7839232	6xylanase	32.258	124	55	5	511	140	171	265	5.39e-13	55.8
k141_9125898	3xylanase	43.609	133	55	3	2	367	97	220	2.1399999999999997e-34	113.0
k141_9125898	1xylanase	42.105	133	57	3	2	367	97	220	3.32e-32	107.0
k141_9125898	9xylanase	42.975	121	62	2	5	367	52	165	2.2700000000000003e-31	104.0
k141_9125898	11xylanase	45.872	109	52	1	41	367	413	514	2.65e-31	106.0
k141_9125898	4RecName:	39.098	133	61	2	2	367	93	216	5.64e-29	99.0
k141_9125898	6xylanase	35.338	133	66	2	2	367	93	216	2.7100000000000004e-26	91.7
k141_9125898	5xylanase	31.148	122	71	2	2	367	71	179	6.74e-17	65.5
k141_802394	9xylanase	42.434	304	161	4	31	924	30	325	6.01e-91	265.0
k141_802394	11xylanase	42.053	302	159	7	37	924	381	672	3.19e-76	237.0
k141_802394	4RecName:	38.014	292	160	4	34	873	73	355	6.16e-65	201.0
k141_802394	3xylanase	35.294	323	179	5	22	924	73	387	3.74e-64	198.0
k141_802394	6xylanase	37.113	291	162	4	37	873	74	355	2.54e-63	196.0
k141_802394	1xylanase	36.395	294	167	4	22	867	73	358	6.29e-62	192.0
k141_802394	5xylanase	33.555	301	164	11	49	924	56	329	3.31e-41	138.0
k141_148873	1xylanase	42.553	141	62	5	403	8	128	258	3.4499999999999996e-30	102.0
k141_148873	3xylanase	40.426	141	65	5	403	8	128	258	5.5e-29	99.4
k141_148873	9xylanase	36.09	133	72	6	403	8	82	202	3.63e-24	85.5
k141_148873	4RecName:	36.17	141	71	5	403	8	124	254	2.68e-22	80.9
k141_148873	6xylanase	34.043	141	74	5	403	8	124	254	2.18e-20	75.9
k141_148873	11xylanase	34.328	134	73	6	403	8	431	551	5.03e-19	72.0
k141_3032824	7xylanase	47.0	100	52	1	20	319	50	148	1.5100000000000002e-31	105.0
k141_3032824	8xylanase	39.0	100	51	2	20	319	42	131	1.24e-20	75.1
k141_3032824	2xylanase	38.0	100	53	2	20	319	43	133	1.75e-20	73.2
k141_5598679	4RecName:	38.095	126	67	1	190	534	52	177	8.36e-32	108.0
k141_5598679	9xylanase	40.65	123	71	1	175	543	7	127	1.1100000000000001e-31	107.0
k141_5598679	3xylanase	37.324	142	76	3	151	540	43	183	2.24e-31	107.0
k141_5598679	1xylanase	36.62	142	77	4	151	540	43	183	2.8600000000000003e-31	107.0
k141_5598679	11xylanase	35.135	148	90	1	118	543	329	476	6.49e-31	108.0
k141_5598679	6xylanase	37.302	126	68	1	190	534	52	177	1.57e-30	105.0
k141_8483796	9xylanase	34.195	348	177	14	3911	2937	7	325	1.04e-50	172.0
k141_8483796	11xylanase	33.414	413	218	15	4097	2925	299	676	1.08e-50	182.0
k141_8483796	1xylanase	32.08	399	212	18	3989	2874	34	400	5.0599999999999995e-46	161.0
k141_8483796	3xylanase	32.065	368	189	13	3920	2925	49	391	9.51e-46	160.0
k141_8483796	4RecName:	31.563	339	190	9	3911	2958	47	364	4.58e-44	155.0
k141_8483796	6xylanase	31.025	361	202	11	3911	2904	47	385	5.58e-43	152.0
k141_8483796	5xylanase	30.225	311	177	12	3806	2907	58	339	2.07e-34	127.0
k141_8805792	10xylanase	43.75	80	40	2	243	4	585	659	4.34e-17	68.6
k141_8805792	3xylanase	44.828	58	31	1	177	4	78	134	9.22e-13	55.5
k141_8805792	1xylanase	43.103	58	32	1	177	4	78	134	1.98e-11	51.6
k141_3354505	9xylanase	37.847	288	142	12	823	2	7	271	5.73e-47	160.0
k141_3354505	11xylanase	35.764	288	150	10	823	2	354	620	4.07e-44	160.0
k141_3354505	4RecName:	35.581	267	145	8	823	53	47	296	1.2399999999999998e-42	150.0
k141_3354505	3xylanase	33.456	272	147	9	829	53	50	300	2.71e-41	146.0
k141_3354505	1xylanase	33.456	272	147	9	829	53	50	300	3.02e-40	143.0
k141_3354505	6xylanase	33.704	270	146	8	823	53	47	296	5.68e-40	142.0
k141_5279990	9xylanase	40.179	336	180	5	3664	2681	7	329	8.15e-83	266.0
k141_5279990	11xylanase	37.838	370	200	9	3664	2576	354	700	4.2899999999999996e-69	238.0
k141_5279990	4RecName:	37.73	326	176	9	3649	2714	52	364	1.14e-60	204.0
k141_5279990	3xylanase	31.899	395	213	9	3733	2681	9	391	2.81e-59	200.0
k141_5279990	1xylanase	35.088	342	193	7	3724	2750	29	358	2.4900000000000003e-58	197.0
k141_5279990	6xylanase	35.988	339	183	10	3685	2714	45	364	1.7100000000000002e-57	195.0
k141_5279990	5xylanase	31.751	337	184	12	3646	2675	31	334	5.38e-39	140.0
k141_2080015	9xylanase	39.048	315	169	4	1	927	25	322	2.66e-74	242.0
k141_2080015	11xylanase	40.653	337	172	9	22	1017	381	694	4.08e-68	236.0
k141_2080015	4RecName:	38.796	299	153	5	19	879	73	353	6.23e-63	212.0
k141_2080015	6xylanase	37.248	298	157	6	22	879	74	353	4.18e-60	204.0
k141_2080015	3xylanase	35.185	324	171	7	22	927	78	384	1.6e-57	196.0
k141_2080015	1xylanase	37.667	300	154	7	22	879	78	358	6.37e-56	192.0
k141_802777	11xylanase	33.06	366	176	13	1542	463	384	686	9.469999999999999e-48	166.0
k141_802777	9xylanase	31.054	351	181	12	1536	493	37	329	5.6800000000000005e-43	146.0
k141_8164561	11xylanase	35.156	128	62	4	401	18	381	487	7e-22	80.5
k141_8164561	9xylanase	38.889	90	48	2	272	3	61	143	2.26e-18	70.1
k141_8164561	3xylanase	30.935	139	70	4	401	9	78	198	4.43e-17	66.6
k141_8164561	4RecName:	31.69	142	70	6	404	3	73	195	2.76e-16	64.3
k141_8164561	6xylanase	30.435	138	69	6	401	15	74	193	3.81e-14	58.2
k141_6558706	4RecName:	36.471	85	50	3	586	834	50	132	3.62e-10	50.4
k141_6558735	4RecName:	36.486	74	46	1	363	581	59	132	9.15e-11	51.6
k141_9446527	11xylanase	38.889	144	71	5	417	1	457	588	1.1900000000000001e-26	94.0
k141_9446527	6xylanase	36.364	143	74	3	417	1	161	290	5.0299999999999995e-25	89.0
k141_9446527	1xylanase	35.915	142	73	3	423	1	170	294	3.14e-24	86.7
k141_9446527	4RecName:	34.965	143	76	3	417	1	161	290	3.5399999999999995e-24	86.7
k141_9446527	9xylanase	37.226	137	70	5	399	1	114	238	1.19e-22	81.6
k141_9446527	3xylanase	33.803	142	76	3	423	1	170	294	2.59e-22	81.3
k141_4319906	7xylanase	38.961	77	38	2	10	240	168	235	1.05e-13	57.0
k141_480077	9xylanase	37.5	104	58	2	397	86	155	251	2.59e-19	72.4
k141_480077	6xylanase	32.824	131	71	3	394	35	207	331	1.46e-15	62.0
k141_480077	11xylanase	35.714	98	55	3	394	104	505	595	4.39e-14	57.8
k141_480077	4RecName:	30.534	131	74	3	394	35	207	331	2.09e-13	55.8
k141_480077	1xylanase	34.021	97	58	1	394	104	211	301	4.49e-13	54.7
k141_480077	3xylanase	32.99	97	59	1	394	104	211	301	4.22e-12	52.0
k141_3033706	11xylanase	33.094	139	64	4	423	7	365	474	2.29e-18	70.9
k141_8165298	9xylanase	33.846	195	100	8	23	592	8	178	4.1000000000000005e-31	106.0
k141_8165298	4RecName:	34.225	187	101	5	56	592	58	230	2.14e-27	97.4
k141_8165298	1xylanase	34.286	175	87	5	101	592	77	234	5.8400000000000004e-27	96.3
k141_8165298	6xylanase	34.225	187	101	5	56	592	58	230	2.22e-26	94.7
k141_8165298	3xylanase	34.104	173	90	5	101	592	77	234	1.2599999999999999e-25	92.4
k141_8165298	11xylanase	36.145	166	84	7	104	592	381	527	3.19e-23	86.7
k141_8165298	5xylanase	33.962	159	79	6	122	592	58	192	2.09e-17	69.3
k141_5599525	9xylanase	45.2	250	129	3	780	43	3	248	1.76e-67	221.0
k141_5599525	11xylanase	46.091	243	124	3	768	55	354	594	2.55e-62	216.0
k141_5599525	4RecName:	38.176	296	150	5	855	55	5	296	2.04e-59	200.0
k141_5599525	6xylanase	36.364	297	156	5	858	55	4	296	4.75e-54	184.0
k141_5599525	1xylanase	40.0	255	132	5	765	49	53	302	2.51e-53	182.0
k141_5599525	3xylanase	38.039	255	137	4	765	49	53	302	3.77e-51	176.0
k141_5599525	5xylanase	34.454	238	146	5	750	49	31	262	6.17e-37	134.0
k141_3033986	9xylanase	43.972	141	73	2	412	2	33	171	7.659999999999999e-41	129.0
k141_3033986	4RecName:	43.243	148	65	3	412	14	75	218	4.3499999999999997e-39	126.0
k141_3033986	11xylanase	45.0	140	71	2	412	5	382	519	9.369999999999999e-38	125.0
k141_3033986	3xylanase	41.216	148	68	2	412	14	79	222	7.4200000000000004e-37	120.0
k141_3033986	1xylanase	41.216	148	68	3	412	14	79	222	3.95e-36	119.0
k141_3033986	6xylanase	39.865	148	70	3	412	14	75	218	2.26e-34	114.0
k141_3033986	5xylanase	37.778	135	80	1	406	2	55	185	6.51e-30	102.0
k141_3355595	9xylanase	33.333	63	42	0	26	214	261	323	1.77e-13	55.8
k141_4320792	11xylanase	36.31	168	86	3	505	2	352	498	1.6499999999999999e-28	102.0
k141_4320792	9xylanase	34.302	172	82	6	505	2	5	149	1.2999999999999998e-23	86.7
k141_4320792	4RecName:	34.091	176	86	8	502	2	46	200	1.07e-21	82.0
k141_4320792	1xylanase	30.952	168	87	6	508	32	49	196	1.75e-19	75.5
k141_4320792	6xylanase	30.114	176	93	7	502	2	46	200	1.9e-18	72.4
k141_4320792	3xylanase	31.361	169	85	7	508	32	49	196	3.01e-18	72.0
k141_4320792	5xylanase	30.769	156	80	6	481	23	29	159	4.66e-15	62.8
k141_7197738	10xylanase	34.498	229	129	8	794	1444	585	804	1.73e-37	136.0
k141_7197738	1xylanase	30.457	197	108	6	869	1393	79	268	1.13e-20	83.6
k141_7197738	4RecName:	30.198	202	112	6	854	1393	70	264	7.02e-20	81.3
k141_7197738	5xylanase	30.0	180	112	5	875	1393	55	227	1.08e-15	68.2
k141_8485103	1xylanase	46.591	88	46	1	11	274	53	139	2.57e-25	87.8
k141_8485103	4RecName:	43.617	94	53	0	2	283	45	138	2.65e-25	87.8
k141_8485103	3xylanase	43.956	91	50	1	11	283	53	142	2.9299999999999998e-24	84.7
k141_8485103	6xylanase	40.426	94	56	0	2	283	45	138	3.7799999999999994e-23	81.6
k141_8485103	9xylanase	42.391	92	51	1	8	283	7	96	2.5500000000000004e-21	76.3
k141_8485103	11xylanase	37.363	91	57	0	11	283	355	445	1.9e-19	71.6
k141_8485103	5xylanase	45.0	60	33	0	101	280	56	115	2.09e-16	62.8
k141_4320936	9xylanase	48.344	151	62	3	28	477	168	303	6.440000000000001e-47	146.0
k141_4320936	6xylanase	35.404	161	85	4	1	474	211	355	6.840000000000001e-29	100.0
k141_4320936	4RecName:	34.161	161	87	4	1	474	211	355	2.3000000000000003e-27	95.9
k141_4320936	1xylanase	34.177	158	90	3	1	471	215	359	4.05e-27	95.5
k141_4320936	11xylanase	33.974	156	81	4	19	474	514	651	1.11e-26	95.1
k141_4320936	3xylanase	33.54	161	87	4	1	471	215	359	1.35e-25	90.9
k141_4320936	5xylanase	34.483	87	53	3	4	255	175	260	1.36e-11	51.2
k141_7521148	11xylanase	36.232	207	111	8	616	14	296	487	7.749999999999999e-30	105.0
k141_7521148	9xylanase	31.507	146	84	5	445	14	7	138	1.97e-20	77.8
k141_7521148	1xylanase	30.38	158	84	6	445	11	52	196	8.22e-17	67.8
k141_7521148	3xylanase	33.065	124	60	4	346	11	84	196	3.04e-16	66.2
k141_8807491	11xylanase	39.831	118	54	4	5	358	354	454	6.929999999999999e-23	82.4
k141_8807491	6xylanase	32.075	106	58	3	5	322	47	138	6.19e-16	62.4
k141_8807491	4RecName:	32.075	106	58	3	5	322	47	138	2.11e-15	60.8
k141_8807491	9xylanase	30.833	120	62	5	5	361	7	106	2.35e-15	60.8
k141_8807491	1xylanase	32.407	108	56	4	2	322	51	142	3.71e-15	60.5
k141_3998789	1xylanase	35.028	354	172	11	469	1431	52	380	9.520000000000001e-56	182.0
k141_3998789	3xylanase	33.425	365	177	13	469	1440	52	391	9.19e-55	179.0
k141_3998789	9xylanase	32.768	354	189	13	457	1446	3	331	1.41e-51	169.0
k141_3998789	11xylanase	34.89	364	187	15	460	1473	351	690	2.13e-50	173.0
k141_3998789	4RecName:	33.609	363	182	13	451	1437	41	378	2.64e-50	167.0
k141_3998789	6xylanase	31.461	356	199	10	451	1437	41	378	7.6e-49	164.0
k141_3998789	5xylanase	31.21	314	173	12	556	1458	56	339	4.5e-27	102.0
k141_3998789	7xylanase	60.294	68	26	1	25	228	172	238	1.45e-19	80.1
k141_3998789	2xylanase	45.946	74	37	3	1	216	148	220	3.23e-15	64.7
k141_3998789	8xylanase	45.312	64	35	0	25	216	157	220	4.49e-15	66.2
k141_7198214	10xylanase	35.865	237	130	8	28	696	578	806	1.11e-40	138.0
k141_7198214	9xylanase	31.818	198	110	7	136	681	39	227	1.45e-25	92.8
k141_7198214	11xylanase	30.802	237	137	9	49	708	352	578	1.39e-22	85.9
k141_7198214	5xylanase	32.558	172	107	6	139	639	60	227	5.09e-19	75.1
k141_7198214	6xylanase	31.122	196	97	8	133	639	80	264	6.71e-19	74.7
k141_7198214	4RecName:	30.808	198	95	8	133	639	80	264	1.1e-18	74.3
k141_7198214	1xylanase	31.633	196	96	8	133	639	84	268	1.19e-18	73.9
k141_7198214	3xylanase	30.102	196	99	8	133	639	84	268	4.08e-17	69.7
k141_4960100	9xylanase	34.354	294	152	12	1007	141	59	316	6.16e-46	150.0
k141_4960100	11xylanase	34.043	329	166	18	1001	45	410	697	3.44e-39	137.0
k141_4960100	1xylanase	35.686	255	130	9	929	207	124	358	4.31e-39	134.0
k141_4960100	3xylanase	33.852	257	136	8	935	207	122	358	6.43e-36	125.0
k141_4960100	4RecName:	33.585	265	145	9	929	171	120	365	6.56e-35	122.0
